areaType,areaName,areaCode,date,newVirusTestsBySpecimenDate,cumVirusTestsBySpecimenDate,newPCRTestsBySpecimenDate,cumPCRTestsBySpecimenDate,newLFDTestsBySpecimenDate,cumLFDTestsBySpecimenDate
region,London,E12000007,2020-09-30,31039,2551034,31039,2551034,,
region,London,E12000007,2020-09-29,31293,2519995,31293,2519995,,
region,London,E12000007,2020-09-28,29890,2488702,29890,2488702,,
region,London,E12000007,2020-09-27,25667,2458812,25667,2458812,,
region,London,E12000007,2020-09-26,23260,2433145,23260,2433145,,
region,London,E12000007,2020-09-25,28956,2409885,28956,2409885,,
region,London,E12000007,2020-09-24,28338,2380929,28338,2380929,,
region,London,E12000007,2020-09-23,31570,2352591,31570,2352591,,
region,London,E12000007,2020-09-22,32087,2321021,32087,2321021,,
region,London,E12000007,2020-09-21,31453,2288934,31453,2288934,,
region,London,E12000007,2020-09-20,16811,2257481,16811,2257481,,
region,London,E12000007,2020-09-19,22238,2240670,22238,2240670,,
region,London,E12000007,2020-09-18,25501,2218432,25501,2218432,,
region,London,E12000007,2020-09-17,27743,2192931,27743,2192931,,
region,London,E12000007,2020-09-16,28889,2165188,28889,2165188,,
region,London,E12000007,2020-09-15,30781,2136299,30781,2136299,,
region,London,E12000007,2020-09-14,30255,2105518,30255,2105518,,
region,London,E12000007,2020-09-13,16115,2075263,16115,2075263,,
region,London,E12000007,2020-09-12,22481,2059148,22481,2059148,,
region,London,E12000007,2020-09-11,28198,2036667,28198,2036667,,
region,London,E12000007,2020-09-10,32115,2008469,32115,2008469,,
region,London,E12000007,2020-09-09,28768,1976354,28768,1976354,,
region,London,E12000007,2020-09-08,27639,1947586,27639,1947586,,
region,London,E12000007,2020-09-07,27442,1919947,27442,1919947,,
region,London,E12000007,2020-09-06,18053,1892505,18053,1892505,,
region,London,E12000007,2020-09-05,17031,1874452,17031,1874452,,
region,London,E12000007,2020-09-04,26688,1857421,26688,1857421,,
region,London,E12000007,2020-09-03,23989,1830733,23989,1830733,,
region,London,E12000007,2020-09-02,25613,1806744,25613,1806744,,
region,London,E12000007,2020-09-01,24789,1781131,24789,1781131,,
region,London,E12000007,2020-08-31,20063,1756342,20063,1756342,,
region,London,E12000007,2020-08-30,19716,1736279,19716,1736279,,
region,London,E12000007,2020-08-29,17038,1716563,17038,1716563,,
region,London,E12000007,2020-08-28,23415,1699525,23415,1699525,,
region,London,E12000007,2020-08-27,25471,1676110,25471,1676110,,
region,London,E12000007,2020-08-26,24152,1650639,24152,1650639,,
region,London,E12000007,2020-08-25,24651,1626487,24651,1626487,,
region,London,E12000007,2020-08-24,27466,1601836,27466,1601836,,
region,London,E12000007,2020-08-23,16445,1574370,16445,1574370,,
region,London,E12000007,2020-08-22,20709,1557925,20709,1557925,,
region,London,E12000007,2020-08-21,25634,1537216,25634,1537216,,
region,London,E12000007,2020-08-20,24621,1511582,24621,1511582,,
region,London,E12000007,2020-08-19,23548,1486961,23548,1486961,,
region,London,E12000007,2020-08-18,19382,1463413,19382,1463413,,
region,London,E12000007,2020-08-17,17626,1444031,17626,1444031,,
region,London,E12000007,2020-08-16,15486,1426405,15486,1426405,,
region,London,E12000007,2020-08-15,16775,1410919,16775,1410919,,
region,London,E12000007,2020-08-14,20362,1394144,20362,1394144,,
region,London,E12000007,2020-08-13,17300,1373782,17300,1373782,,
region,London,E12000007,2020-08-12,18801,1356482,18801,1356482,,
region,London,E12000007,2020-08-11,21150,1337681,21150,1337681,,
region,London,E12000007,2020-08-10,17405,1316531,17405,1316531,,
region,London,E12000007,2020-08-09,12668,1299126,12668,1299126,,
region,London,E12000007,2020-08-08,14220,1286458,14220,1286458,,
region,London,E12000007,2020-08-07,18545,1272238,18545,1272238,,
region,London,E12000007,2020-08-06,19079,1253693,19079,1253693,,
region,London,E12000007,2020-08-05,17668,1234614,17668,1234614,,
region,London,E12000007,2020-08-04,17555,1216946,17555,1216946,,
region,London,E12000007,2020-08-03,15991,1199391,15991,1199391,,
region,London,E12000007,2020-08-02,12279,1183400,12279,1183400,,
region,London,E12000007,2020-08-01,13573,1171121,13573,1171121,,
region,London,E12000007,2020-07-31,18507,1157548,18507,1157548,,
region,London,E12000007,2020-07-30,18750,1139041,18750,1139041,,
region,London,E12000007,2020-07-29,18874,1120291,18874,1120291,,
region,London,E12000007,2020-07-28,16963,1101417,16963,1101417,,
region,London,E12000007,2020-07-27,12222,1084454,12222,1084454,,
region,London,E12000007,2020-07-26,11459,1072232,11459,1072232,,
region,London,E12000007,2020-07-25,14461,1060773,14461,1060773,,
region,London,E12000007,2020-07-24,19624,1046312,19624,1046312,,
region,London,E12000007,2020-07-23,16417,1026688,16417,1026688,,
region,London,E12000007,2020-07-22,14641,1010271,14641,1010271,,
region,London,E12000007,2020-07-21,16659,995630,16659,995630,,
region,London,E12000007,2020-07-20,13596,978971,13596,978971,,
region,London,E12000007,2020-07-19,12309,965375,12309,965375,,
region,London,E12000007,2020-07-18,14387,953066,14387,953066,,
region,London,E12000007,2020-07-17,20777,938679,20777,938679,,
region,London,E12000007,2020-07-16,19356,917902,19356,917902,,
region,London,E12000007,2020-07-15,16736,898546,16736,898546,,
region,London,E12000007,2020-07-14,13331,881810,13331,881810,,
region,London,E12000007,2020-07-13,12372,868479,12372,868479,,
region,London,E12000007,2020-07-12,8837,856107,8837,856107,,
region,London,E12000007,2020-07-11,10277,847270,10277,847270,,
region,London,E12000007,2020-07-10,16461,836993,16461,836993,,
region,London,E12000007,2020-07-09,16095,820532,16095,820532,,
region,London,E12000007,2020-07-08,12742,804437,12742,804437,,
region,London,E12000007,2020-07-07,13821,791695,13821,791695,,
region,London,E12000007,2020-07-06,9670,777874,9670,777874,,
region,London,E12000007,2020-07-05,6849,768204,6849,768204,,
region,London,E12000007,2020-07-04,9266,761355,9266,761355,,
region,London,E12000007,2020-07-03,13494,752089,13494,752089,,
region,London,E12000007,2020-07-02,13567,738595,13567,738595,,
region,London,E12000007,2020-07-01,13007,725028,13007,725028,,
region,London,E12000007,2020-06-30,11417,712021,11417,712021,,
region,London,E12000007,2020-06-29,9168,700604,9168,700604,,
region,London,E12000007,2020-06-28,6131,691436,6131,691436,,
region,London,E12000007,2020-06-27,7707,685305,7707,685305,,
region,London,E12000007,2020-06-26,10013,677598,10013,677598,,
region,London,E12000007,2020-06-25,10532,667585,10532,667585,,
region,London,E12000007,2020-06-24,9526,657053,9526,657053,,
region,London,E12000007,2020-06-23,9173,647527,9173,647527,,
region,London,E12000007,2020-06-22,7360,638354,7360,638354,,
region,London,E12000007,2020-06-21,5134,630994,5134,630994,,
region,London,E12000007,2020-06-20,6453,625860,6453,625860,,
region,London,E12000007,2020-06-19,9527,619407,9527,619407,,
region,London,E12000007,2020-06-18,9741,609880,9741,609880,,
region,London,E12000007,2020-06-17,8894,600139,8894,600139,,
region,London,E12000007,2020-06-16,9154,591245,9154,591245,,
region,London,E12000007,2020-06-15,9051,582091,9051,582091,,
region,London,E12000007,2020-06-14,6274,573040,6274,573040,,
region,London,E12000007,2020-06-13,8553,566766,8553,566766,,
region,London,E12000007,2020-06-12,9446,558213,9446,558213,,
region,London,E12000007,2020-06-11,9716,548767,9716,548767,,
region,London,E12000007,2020-06-10,10037,539051,10037,539051,,
region,London,E12000007,2020-06-09,8920,529014,8920,529014,,
region,London,E12000007,2020-06-08,7678,520094,7678,520094,,
region,London,E12000007,2020-06-07,7890,512416,7890,512416,,
region,London,E12000007,2020-06-06,6840,504526,6840,504526,,
region,London,E12000007,2020-06-05,8812,497686,8812,497686,,
region,London,E12000007,2020-06-04,8465,488874,8465,488874,,
region,London,E12000007,2020-06-03,8955,480409,8955,480409,,
region,London,E12000007,2020-06-02,8379,471454,8379,471454,,
region,London,E12000007,2020-06-01,6715,463075,6715,463075,,
region,London,E12000007,2020-05-31,4609,456360,4609,456360,,
region,London,E12000007,2020-05-30,6127,451751,6127,451751,,
region,London,E12000007,2020-05-29,8613,445624,8613,445624,,
region,London,E12000007,2020-05-28,8107,437011,8107,437011,,
region,London,E12000007,2020-05-27,6927,428904,6927,428904,,
region,London,E12000007,2020-05-26,6614,421977,6614,421977,,
region,London,E12000007,2020-05-25,5905,415363,5905,415363,,
region,London,E12000007,2020-05-24,4916,409458,4916,409458,,
region,London,E12000007,2020-05-23,5973,404542,5973,404542,,
region,London,E12000007,2020-05-22,8887,398569,8887,398569,,
region,London,E12000007,2020-05-21,9822,389682,9822,389682,,
region,London,E12000007,2020-05-20,7869,379860,7869,379860,,
region,London,E12000007,2020-05-19,9501,371991,9501,371991,,
region,London,E12000007,2020-05-18,6970,362490,6970,362490,,
region,London,E12000007,2020-05-17,5993,355520,5993,355520,,
region,London,E12000007,2020-05-16,5615,349527,5615,349527,,
region,London,E12000007,2020-05-15,8769,343912,8769,343912,,
region,London,E12000007,2020-05-14,7617,335143,7617,335143,,
region,London,E12000007,2020-05-13,8669,327526,8669,327526,,
region,London,E12000007,2020-05-12,8313,318857,8313,318857,,
region,London,E12000007,2020-05-11,8966,310544,8966,310544,,
region,London,E12000007,2020-05-10,7294,301578,7294,301578,,
region,London,E12000007,2020-05-09,7323,294284,7323,294284,,
region,London,E12000007,2020-05-08,7434,286961,7434,286961,,
region,London,E12000007,2020-05-07,11277,279527,11277,279527,,
region,London,E12000007,2020-05-06,7641,268250,7641,268250,,
region,London,E12000007,2020-05-05,11299,260609,11299,260609,,
region,London,E12000007,2020-05-04,9864,249310,9864,249310,,
region,London,E12000007,2020-05-03,6364,239446,6364,239446,,
region,London,E12000007,2020-05-02,6464,233082,6464,233082,,
region,London,E12000007,2020-05-01,6871,226618,6871,226618,,
region,London,E12000007,2020-04-30,11939,219747,11939,219747,,
region,London,E12000007,2020-04-29,11925,207808,11925,207808,,
region,London,E12000007,2020-04-28,7824,195883,7824,195883,,
region,London,E12000007,2020-04-27,4914,188059,4914,188059,,
region,London,E12000007,2020-04-26,2410,183145,2410,183145,,
region,London,E12000007,2020-04-25,2868,180735,2868,180735,,
region,London,E12000007,2020-04-24,5890,177867,5890,177867,,
region,London,E12000007,2020-04-23,5122,171977,5122,171977,,
region,London,E12000007,2020-04-22,4443,166855,4443,166855,,
region,London,E12000007,2020-04-21,5070,162412,5070,162412,,
region,London,E12000007,2020-04-20,5250,157342,5250,157342,,
region,London,E12000007,2020-04-19,2216,152092,2216,152092,,
region,London,E12000007,2020-04-18,3163,149876,3163,149876,,
region,London,E12000007,2020-04-17,4847,146713,4847,146713,,
region,London,E12000007,2020-04-16,4870,141866,4870,141866,,
region,London,E12000007,2020-04-15,5600,136996,5600,136996,,
region,London,E12000007,2020-04-14,4392,131396,4392,131396,,
region,London,E12000007,2020-04-13,3541,127004,3541,127004,,
region,London,E12000007,2020-04-12,2751,123463,2751,123463,,
region,London,E12000007,2020-04-11,3166,120712,3166,120712,,
region,London,E12000007,2020-04-10,3573,117546,3573,117546,,
region,London,E12000007,2020-04-09,4780,113973,4780,113973,,
region,London,E12000007,2020-04-08,4660,109193,4660,109193,,
region,London,E12000007,2020-04-07,4870,104533,4870,104533,,
region,London,E12000007,2020-04-06,4521,99663,4521,99663,,
region,London,E12000007,2020-04-05,2732,95142,2732,95142,,
region,London,E12000007,2020-04-04,3611,92410,3611,92410,,
region,London,E12000007,2020-04-03,4626,88799,4626,88799,,
region,London,E12000007,2020-04-02,4744,84173,4744,84173,,
region,London,E12000007,2020-04-01,4373,79429,4373,79429,,
region,London,E12000007,2020-03-31,4431,75056,4431,75056,,
region,London,E12000007,2020-03-30,4250,70625,4250,70625,,
region,London,E12000007,2020-03-29,2846,66375,2846,66375,,
region,London,E12000007,2020-03-28,2771,63529,2771,63529,,
region,London,E12000007,2020-03-27,4117,60758,4117,60758,,
region,London,E12000007,2020-03-26,3941,56641,3941,56641,,
region,London,E12000007,2020-03-25,3507,52700,3507,52700,,
region,London,E12000007,2020-03-24,3573,49193,3573,49193,,
region,London,E12000007,2020-03-23,3605,45620,3605,45620,,
region,London,E12000007,2020-03-22,2528,42015,2528,42015,,
region,London,E12000007,2020-03-21,2407,39487,2407,39487,,
region,London,E12000007,2020-03-20,2879,37080,2879,37080,,
region,London,E12000007,2020-03-19,2640,34201,2640,34201,,
region,London,E12000007,2020-03-18,2746,31561,2746,31561,,
region,London,E12000007,2020-03-17,2223,28815,2223,28815,,
region,London,E12000007,2020-03-16,2289,26592,2289,26592,,
region,London,E12000007,2020-03-15,1404,24303,1404,24303,,
region,London,E12000007,2020-03-14,1527,22899,1527,22899,,
region,London,E12000007,2020-03-13,1887,21372,1887,21372,,
region,London,E12000007,2020-03-12,2223,19485,2223,19485,,
region,London,E12000007,2020-03-11,2100,17262,2100,17262,,
region,London,E12000007,2020-03-10,1484,15162,1484,15162,,
region,London,E12000007,2020-03-09,1074,13678,1074,13678,,
region,London,E12000007,2020-03-08,576,12604,576,12604,,
region,London,E12000007,2020-03-07,549,12028,549,12028,,
region,London,E12000007,2020-03-06,699,11479,699,11479,,
region,London,E12000007,2020-03-05,779,10780,779,10780,,
region,London,E12000007,2020-03-04,849,10001,849,10001,,
region,London,E12000007,2020-03-03,748,9152,748,9152,,
region,London,E12000007,2020-03-02,499,8404,499,8404,,
region,London,E12000007,2020-03-01,374,7905,374,7905,,
region,London,E12000007,2020-02-29,482,7531,482,7531,,
region,London,E12000007,2020-02-28,866,7049,866,7049,,
region,London,E12000007,2020-02-27,816,6183,816,6183,,
region,London,E12000007,2020-02-26,427,5367,427,5367,,
region,London,E12000007,2020-02-25,259,4940,259,4940,,
region,London,E12000007,2020-02-24,138,4681,138,4681,,
region,London,E12000007,2020-02-23,76,4543,76,4543,,
region,London,E12000007,2020-02-22,151,4467,151,4467,,
region,London,E12000007,2020-02-21,122,4316,122,4316,,
region,London,E12000007,2020-02-20,119,4194,119,4194,,
region,London,E12000007,2020-02-19,116,4075,116,4075,,
region,London,E12000007,2020-02-18,103,3959,103,3959,,
region,London,E12000007,2020-02-17,119,3856,119,3856,,
region,London,E12000007,2020-02-16,161,3737,161,3737,,
region,London,E12000007,2020-02-15,165,3576,165,3576,,
region,London,E12000007,2020-02-14,180,3411,180,3411,,
region,London,E12000007,2020-02-13,244,3231,244,3231,,
region,London,E12000007,2020-02-12,218,2987,218,2987,,
region,London,E12000007,2020-02-11,250,2769,250,2769,,
region,London,E12000007,2020-02-10,190,2519,190,2519,,
region,London,E12000007,2020-02-09,218,2329,218,2329,,
region,London,E12000007,2020-02-08,275,2111,275,2111,,
region,London,E12000007,2020-02-07,92,1836,92,1836,,
region,London,E12000007,2020-02-06,44,1744,44,1744,,
region,London,E12000007,2020-02-05,77,1700,77,1700,,
region,London,E12000007,2020-02-04,81,1623,81,1623,,
region,London,E12000007,2020-02-03,204,1542,204,1542,,
region,London,E12000007,2020-02-02,77,1338,77,1338,,
region,London,E12000007,2020-02-01,82,1261,82,1261,,
region,London,E12000007,2020-01-31,40,1179,40,1179,,
region,London,E12000007,2020-01-30,24,1139,24,1139,,
region,London,E12000007,2020-01-29,24,1115,24,1115,,
region,London,E12000007,2020-01-28,23,1091,23,1091,,
region,London,E12000007,2020-01-27,79,1068,79,1068,,
region,London,E12000007,2020-01-26,60,989,60,989,,
region,London,E12000007,2020-01-25,15,929,15,929,,
region,London,E12000007,2020-01-24,25,914,25,914,,
region,London,E12000007,2020-01-23,16,889,16,889,,
region,London,E12000007,2020-01-22,13,873,13,873,,
region,London,E12000007,2020-01-21,1,860,1,860,,
region,London,E12000007,2020-01-20,5,859,5,859,,
region,London,E12000007,2020-01-19,61,854,61,854,,
region,London,E12000007,2020-01-18,21,793,21,793,,
region,London,E12000007,2020-01-17,2,772,2,772,,
region,London,E12000007,2020-01-16,3,770,3,770,,
region,London,E12000007,2020-01-15,4,767,4,767,,
region,London,E12000007,2020-01-14,34,763,34,763,,
region,London,E12000007,2020-01-13,47,729,47,729,,
region,London,E12000007,2020-01-12,33,682,33,682,,
region,London,E12000007,2020-01-11,3,649,3,649,,
region,London,E12000007,2020-01-10,5,646,5,646,,
region,London,E12000007,2020-01-09,2,641,2,641,,
region,London,E12000007,2020-01-08,39,639,39,639,,
region,London,E12000007,2020-01-07,92,600,92,600,,
region,London,E12000007,2020-01-06,42,508,42,508,,
region,London,E12000007,2020-01-05,146,466,146,466,,
region,London,E12000007,2020-01-04,72,320,72,320,,
region,London,E12000007,2020-01-03,244,248,244,248,,
